Sample,COSMIC_ID,Tissue identifier 1,Tissue identifier 2,Cancer Type,Alteration Type,Region identifier
201T,1287381,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
201T,1287381,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD3 (TERT)
201T,1287381,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD17 (KRAS)
201T,1287381,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
22RV1,924100,urogenital_system,prostate,PRAD,Deletion,cnaPRAD7
23132-87,910924,digestive_system,stomach,STAD,Deletion,cnaSTAD3
23132-87,910924,digestive_system,stomach,STAD,Deletion,cnaSTAD13
23132-87,910924,digestive_system,stomach,STAD,Deletion,cnaSTAD30
23132-87,910924,digestive_system,stomach,STAD,Deletion,cnaSTAD41
42-MG-BA,687561,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
42-MG-BA,687561,nervous_system,glioma,GBM,Amplification,"cnaGBM12 (FIP1L1,PDGFRA)"
42-MG-BA,687561,nervous_system,glioma,GBM,Amplification,"cnaGBM13 (FIP1L1,PDGFRA)"
42-MG-BA,687561,nervous_system,glioma,GBM,Deletion,"cnaGBM19 (FAT1,IRF2)"
42-MG-BA,687561,nervous_system,glioma,GBM,Deletion,cnaGBM47
42-MG-BA,687561,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
451Lu,1287706,skin,melanoma,SKCM,Amplification,"cnaSKCM21 (FOXP1,MITF)"
451Lu,1287706,skin,melanoma,SKCM,Amplification,cnaSKCM29 (MYC)
5637,687452,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA7
5637,687452,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA8
5637,687452,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA9
5637,687452,urogenital_system,Bladder,BLCA,Deletion,"cnaBLCA18 (CHD9,CNOT1,CYLD,MMP2,NUP93)"
647-V,906797,urogenital_system,Bladder,BLCA,Deletion,"cnaBLCA5 (FAT1,IRF2)"
769-P,910922,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
769-P,910922,kidney,kidney,KIRC,Deletion,cnaKIRC12
769-P,910922,kidney,kidney,KIRC,Deletion,cnaKIRC13
769-P,910922,kidney,kidney,KIRC,Deletion,cnaKIRC14
769-P,910922,kidney,kidney,KIRC,Deletion,cnaKIRC15
769-P,910922,kidney,kidney,KIRC,Deletion,cnaKIRC19
769-P,910922,kidney,kidney,KIRC,Deletion,cnaKIRC22
786-0,905947,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
8-MG-BA,687562,nervous_system,glioma,GBM,Deletion,cnaGBM81
8-MG-BA,687562,nervous_system,glioma,GBM,Deletion,cnaGBM82
8-MG-BA,687562,nervous_system,glioma,GBM,Deletion,cnaGBM83
A101D,910921,skin,melanoma,SKCM,Deletion,cnaSKCM3
A101D,910921,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
A172,687563,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
A172,687563,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
A2058,906792,skin,melanoma,SKCM,Deletion,cnaSKCM11
A3-KAW,910935,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC4 (CDKN2A)
A375,906793,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
A4-Fuk,910934,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC2
A498,905948,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
A498,905948,kidney,kidney,KIRC,Deletion,cnaKIRC19
A549,905949,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC3
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC4
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC12
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC13
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC14
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC15
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC19
A704,910920,kidney,kidney,KIRC,Deletion,cnaKIRC22
A704,910920,kidney,kidney,KIRC,Deletion,"cnaKIRC24 (FAT1,IRF2)"
ABC-1,906791,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
ABC-1,906791,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD3 (TERT)
ABC-1,906791,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD16
ABC-1,906791,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD21 (FOXA2)
ABC-1,906791,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD29 (TFDP1)
ABC-1,906791,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
ACHN,905950,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
AGS,906790,digestive_system,stomach,STAD,Deletion,cnaSTAD13
AGS,906790,digestive_system,stomach,STAD,Deletion,cnaSTAD41
AGS,906790,digestive_system,stomach,STAD,Deletion,cnaSTAD47
AM-38,910933,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
AN3-CA,910781,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC8 (SRGAP3)
AN3-CA,910781,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC39
AN3-CA,910781,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC45 (POT1)
AsPC-1,910702,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
AU565,910704,breast,breast,BRCA,Deletion,cnaBRCA3
AU565,910704,breast,breast,BRCA,Deletion,cnaBRCA4
AU565,910704,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
AU565,910704,breast,breast,BRCA,Amplification,cnaBRCA15
AU565,910704,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
AU565,910704,breast,breast,BRCA,Amplification,cnaBRCA31
AU565,910704,breast,breast,BRCA,Amplification,cnaBRCA47 (EGFR)
BB30-HNC,753531,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC3
BB30-HNC,753531,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
BB30-HNC,753531,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
BB49-HNC,753532,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
BB49-HNC,753532,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC3
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC4
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC5
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC6 (SOX17)
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC12
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC13
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC14
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC15
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC16
BB65-RCC,753533,kidney,kidney,KIRC,Deletion,cnaKIRC22
BC-1,910919,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC2
BC-3,910918,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC2
BC-3,910918,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC4 (CDKN2A)
Becker,906746,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
Becker,906746,nervous_system,glioma,GBM,Deletion,"cnaGBM19 (FAT1,IRF2)"
Becker,906746,nervous_system,glioma,GBM,Deletion,cnaGBM58
Becker,906746,nervous_system,glioma,GBM,Deletion,cnaGBM59
Becker,906746,nervous_system,glioma,GBM,Deletion,"cnaGBM68 (CDKN2C,FAF1)"
BFTC-905,910926,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA1
BFTC-905,910926,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA12 (MACF1)
BFTC-905,910926,urogenital_system,Bladder,BLCA,Deletion,"cnaBLCA18 (CHD9,CNOT1,CYLD,MMP2,NUP93)"
BFTC-905,910926,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA23 (MYC)
BFTC-909,910698,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
BHY,753535,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
BHY,753535,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
BHY,753535,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC14 (ASXL1)
BHY,753535,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
BHY,753535,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
BHY,753535,aero_dig_tract,head and neck,HNSC,Deletion,"cnaHNSC28 (ATP1A1,CSDE1,NRAS)"
BHY,753535,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC29
BICR10,1290724,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC3
BICR10,1290724,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
BICR10,1290724,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
BICR10,1290724,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC19 (MED17)
BICR10,1290724,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
BICR10,1290724,aero_dig_tract,head and neck,HNSC,Deletion,"cnaHNSC28 (ATP1A1,CSDE1,NRAS)"
BICR10,1290724,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC29
BICR22,1240121,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
BICR22,1240121,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
BICR22,1240121,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC19 (MED17)
BICR22,1240121,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
BICR22,1240121,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
BICR22,1240121,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC1 (ACTB,CARD11,PMS2,RAC1)"
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC19 (MED17)
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Deletion,"cnaHNSC28 (ATP1A1,CSDE1,NRAS)"
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC30
BICR31,1290725,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
BICR78,1240122,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
BT-20,906801,breast,breast,BRCA,Deletion,"cnaBRCA7 (FAS,PTEN)"
BT-20,906801,breast,breast,BRCA,Deletion,cnaBRCA17
BT-20,906801,breast,breast,BRCA,Deletion,cnaBRCA18
BT-20,906801,breast,breast,BRCA,Deletion,cnaBRCA20
BT-20,906801,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
BT-20,906801,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
BT-20,906801,breast,breast,BRCA,Amplification,cnaBRCA47 (EGFR)
BT-20,906801,breast,breast,BRCA,Deletion,cnaBRCA57
BT-20,906801,breast,breast,BRCA,Amplification,cnaBRCA61 (NOTCH2)
BT-474,946359,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
BT-474,946359,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
BT-474,946359,breast,breast,BRCA,Amplification,cnaBRCA31
BT-474,946359,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
BT-474,946359,breast,breast,BRCA,Amplification,"cnaBRCA39 (FOXA1,NKX2-1,PSMA6)"
BT-483,949093,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
BT-483,949093,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
BT-483,949093,breast,breast,BRCA,Amplification,cnaBRCA15
BT-483,949093,breast,breast,BRCA,Amplification,cnaBRCA16
BT-483,949093,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
BT-483,949093,breast,breast,BRCA,Amplification,"cnaBRCA30 (CRNKL1,FOXA2)"
BT-483,949093,breast,breast,BRCA,Amplification,cnaBRCA31
BT-483,949093,breast,breast,BRCA,Amplification,"cnaBRCA39 (FOXA1,NKX2-1,PSMA6)"
BT-483,949093,breast,breast,BRCA,Amplification,cnaBRCA40
BT-483,949093,breast,breast,BRCA,Amplification,cnaBRCA62
BT-483,949093,breast,breast,BRCA,Amplification,cnaBRCA63
BT-483,949093,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
BT-549,905951,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
BxPC-3,906693,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
C-4-I,687506,urogenital_system,cervix,CESC,Deletion,cnaCESC5 (EXT2)
C2BBe1,910700,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD32 (STK4)
C32,906830,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
C32,906830,skin,melanoma,SKCM,Deletion,cnaSKCM5 (PAX5)
C32,906830,skin,melanoma,SKCM,Deletion,cnaSKCM22
C32,906830,skin,melanoma,SKCM,Deletion,cnaSKCM27 (CASP1)
C32,906830,skin,melanoma,SKCM,Deletion,cnaSKCM30
Ca-Ski,906824,urogenital_system,cervix,CESC,Amplification,cnaCESC8 (EGFR)
Ca9-22,753538,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC2 (EGFR)
Ca9-22,753538,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
Ca9-22,753538,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
Ca9-22,753538,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
Ca9-22,753538,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
CAKI-1,905963,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
CAKI-1,905963,kidney,kidney,KIRC,Deletion,cnaKIRC19
CAKI-1,905963,kidney,kidney,KIRC,Deletion,"cnaKIRC24 (FAT1,IRF2)"
CAL-120,906826,breast,breast,BRCA,Amplification,"cnaBRCA10 (MDM2,NUP107)"
CAL-120,906826,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
CAL-120,906826,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
CAL-120,906826,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
CAL-120,906826,breast,breast,BRCA,Amplification,cnaBRCA15
CAL-120,906826,breast,breast,BRCA,Amplification,cnaBRCA16
CAL-120,906826,breast,breast,BRCA,Deletion,cnaBRCA18
CAL-120,906826,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA17
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA18
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA33
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA42
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA43
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA52
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA53
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA54
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA55
CAL-148,924106,breast,breast,BRCA,Deletion,cnaBRCA56
CAL-27,910916,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
CAL-27,910916,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
CAL-27,910916,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
CAL-27,910916,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
CAL-33,753541,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
CAL-33,753541,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
CAL-33,753541,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
CAL-33,753541,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
CAL-54,910952,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
CAL-85-1,910852,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
CAL-85-1,910852,breast,breast,BRCA,Deletion,cnaBRCA17
CAL-85-1,910852,breast,breast,BRCA,Deletion,cnaBRCA18
CAL-85-1,910852,breast,breast,BRCA,Deletion,"cnaBRCA25 (ARID1B,MAP3K4,MLLT4)"
CAL-85-1,910852,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
CAL-85-1,910852,breast,breast,BRCA,Amplification,cnaBRCA47 (EGFR)
Calu-3,687777,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD2 (PAX5)
Calu-3,687777,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD29 (TFDP1)
Calu-3,687777,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
Calu-3,687777,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD35 (MECOM)
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA11
CAMA-1,946382,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA17
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA18
CAMA-1,946382,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA23
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA24
CAMA-1,946382,breast,breast,BRCA,Deletion,"cnaBRCA25 (ARID1B,MAP3K4,MLLT4)"
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA28 (GPS2)
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA29 (MAP2K4)
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA53
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA59
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA60
CAMA-1,946382,breast,breast,BRCA,Deletion,cnaBRCA65
Caov-3,906825,urogenital_system,ovary,OV,Amplification,cnaOV4 (KRAS)
Caov-3,906825,urogenital_system,ovary,OV,Amplification,cnaOV6 (TERT)
Caov-3,906825,urogenital_system,ovary,OV,Amplification,cnaOV95 (MECOM)
Caov-3,906825,urogenital_system,ovary,OV,Amplification,cnaOV96
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV3 (WNK1)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV4 (KRAS)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,"cnaOV5 (MDM2,NUP107)"
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV6 (TERT)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV7 (TRIO)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,"cnaOV12 (FGFR3,WHSC1)"
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV18 (CCNE1)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV19
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV26
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV51 (MYC)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV60
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV72 (ASXL1)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV73
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV74 (ARFGAP1)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV93
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV94
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV95 (MECOM)
Caov-4,949090,urogenital_system,ovary,OV,Amplification,cnaOV96
Caov-4,949090,urogenital_system,ovary,OV,Amplification,"cnaOV97 (PIP5K1A,SETDB1)"
CAPAN-1,753624,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
CaR-1,924108,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD14
CaR-1,924108,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD18
CaR-1,924108,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD38 (CDKN2A)
CaR-1,924108,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD48
CAS-1,910943,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
CAS-1,910943,nervous_system,glioma,GBM,Amplification,cnaGBM122
CAS-1,910943,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
CAS-1,910943,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
CCF-STTG1,906823,nervous_system,glioma,GBM,Amplification,"cnaGBM26 (MDM2,NUP107)"
CCF-STTG1,906823,nervous_system,glioma,GBM,Amplification,cnaGBM122
CCF-STTG1,906823,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
CCF-STTG1,906823,nervous_system,glioma,GBM,Amplification,cnaGBM124
CCF-STTG1,906823,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
CCK-81,1240123,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD27 (MAP2K4)
CCK-81,1240123,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
CFPAC-1,906821,pancreas,pancreas,PAAD,Amplification,cnaPAAD2 (KRAS)
CHL-1,910853,skin,melanoma,SKCM,Amplification,cnaSKCM12 (KRAS)
CHL-1,910853,skin,melanoma,SKCM,Amplification,cnaSKCM29 (MYC)
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD21
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD22
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD23
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD24
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD27 (MAP2K4)
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD28 (SOX9)
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD53 (ARFGAP3)
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD54 (SMAD4)
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD55
CL-11,1290769,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD56
CL-34,1290771,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
CL-34,1290771,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD21
CL-34,1290771,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
CL-34,1290771,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD54 (SMAD4)
CL-34,1290771,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD55
CL-34,1290771,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD56
CL-34,1290771,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
CL-40,1240124,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
COLO-205,905961,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
COLO-205,905961,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
COLO-205,905961,large_intestine,large_intestine,COAD/READ,Amplification,"cnaCOREAD20 (HSP90AB1,TRERF1)"
COLO-205,905961,large_intestine,large_intestine,COAD/READ,Amplification,"cnaCOREAD35 (FLT3,WASF3)"
COLO-205,905961,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD36
COLO-205,905961,large_intestine,large_intestine,COAD/READ,Amplification,"cnaCOREAD37 (ING1,IRS2,TFDP1)"
COLO-205,905961,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD54 (SMAD4)
COLO-205,905961,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
COLO-320-HSR,910569,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
COLO-320-HSR,910569,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD12 (PCDH18)
COLO-320-HSR,910569,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD24
COLO-320-HSR,910569,large_intestine,large_intestine,COAD/READ,Amplification,"cnaCOREAD35 (FLT3,WASF3)"
COLO-320-HSR,910569,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD38 (CDKN2A)
COLO-320-HSR,910569,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD47 (MYC)
COLO-320-HSR,910569,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD63 (APC)
COLO-320-HSR,910569,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD6
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD12 (PCDH18)
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD23
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD24
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD28 (SOX9)
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD34
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD38 (CDKN2A)
